Index,Textual Faithfulness,Frame Consistency,Video Fidelity,Source Video,Edited Video,key,tasks,target_dirs,models,caption,editing_prompt,Textual Faithfulness_w1,Textual Faithfulness_w2,Textual Faithfulness_w3,Textual Faithfulness_w4,Frame Consistency_w1,Frame Consistency_w2,Frame Consistency_w3,Frame Consistency_w4,Video Fidelity_w1,Video Fidelity_w2,Video Fidelity_w3,Video Fidelity_w4
6064,3.5,2.5,2.25,gym-ball,gym-ball_6_v_4,gym-ball,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,"A man in the gym repeatedly jumps up and down in a fast motion while holding a big ball, and then bounces it to himself","A man in the gym repeatedly jumps up and down in a fast motion while holding a big ball, and then bounces it to himself, in Watercolor style",3,3,5,3,3,2,3,2,2,2,3,2
6065,3,2.5,2,circus,circus_6_v_4,circus,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,A boy is flipping over a circle formed by a girl and a boy in the circus,"A boy is flipping over a circle formed by a girl and a boy in the circus, in Cartoon style",3,3,3,3,3,2,3,2,2,2,2,2
6066,3.75,3.25,3.25,snowboard-sand,snowboard-sand_6_v_4,snowboard-sand,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,A woman in a grey shirt is skateboarding down the sand dune,"A woman in a grey shirt is skateboarding down the sand dune, in Abstract style",4,4,4,3,4,3,3,3,4,3,3,3
6067,3.75,2,2.25,rollerblade,rollerblade_6_v_4,rollerblade,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall,"A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall, in Oil painting style",4,4,4,3,2,2,2,2,2,2,3,2
6068,3.5,2,1.75,rhino,rhino_6_v_4,rhino,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,A rhino walking through a zoo enclosure with rocks and trees,"A rhino walking through a zoo enclosure with rocks and trees, in Manga style",4,3,4,3,2,2,2,2,2,1,2,2
6069,3.5,2,1.75,city-ride,city-ride_6_v_4,city-ride,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,A young boy rides a bike down a street with a graffiti wall,"A young boy rides a bike down a street with a graffiti wall, in Oil painting style",4,3,4,3,2,2,2,2,1,2,2,2
6070,3.75,2.5,2,elephant,elephant_6_v_4,elephant,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,"An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background","An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background, in Oil painting style",4,4,4,3,3,2,2,3,2,2,2,2
6071,4,2.75,3,hike,hike_6_v_4,hike,Style_Overall,Style_Overall/vid2vid-zero,vid2vid-zero,"A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background","A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background, in Watercolor style",4,4,4,4,3,3,2,3,3,3,3,3
6072,3.75,2.25,2.25,guitar-violin,guitar-violin_6_v_5,guitar-violin,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A man dressed in a suit is playing a song on the violin in a candlelit bar,"A man dressed in a suit is playing a song on the violin in a candlelit bar, in tropical beach colors",4,4,4,3,2,2,2,3,2,2,2,3
6073,3.75,3.25,3,dolphins,dolphins_6_v_5,dolphins,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,Dolphins swimming in the ocean with a blue sky,"Dolphins swimming in the ocean with a blue sky, in cityscape at night colors",4,4,4,3,4,3,3,3,3,3,3,3
6074,3.75,3,3,car-turn,car-turn_6_v_5,car-turn,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A suv driving down a winding road with mountains in the background,"A suv driving down a winding road with mountains in the background, in vintage postcard colors",4,4,4,3,3,3,3,3,3,3,3,3
6075,3.75,2.5,3,dancing,dancing_6_v_5,dancing,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A girl and boy are dancing in a circle in front of a crowd,"A girl and boy are dancing in a circle in front of a crowd, in vintage postcard colors",4,4,4,3,3,2,2,3,3,3,3,3
6076,3.5,2,2.25,rollercoaster,rollercoaster_6_v_5,rollercoaster,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A roller coaster is running on an orange track on a sunny day.,"A roller coaster is running on an orange track on a sunny day., in rainy day colors",3,4,4,3,2,2,2,2,2,2,3,2
6077,3.75,2.25,2.5,helicopter,helicopter_6_v_5,helicopter,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A man in a yellow vest is walking while a helicopter is hovering over the airport,"A man in a yellow vest is walking while a helicopter is hovering over the airport, in winter wonderland colors",4,4,4,3,3,2,2,2,3,2,2,3
6078,3.75,2,2.5,koala,koala_6_v_5,koala,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,Koala bear climbing on a tree trunk,"Koala bear climbing on a tree trunk, in tropical beach colors",4,4,4,3,2,2,2,2,3,2,3,2
6079,3.25,2,2,skate-jump,skate-jump_6_v_5,skate-jump,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,"A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day","A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day, in grayscale",3,4,3,3,2,2,2,2,2,2,2,2
6080,3.25,2,2.25,monkeys,monkeys_6_v_5,monkeys,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A mother monkey and a baby monkey are picking things to eat on the grassland,"A mother monkey and a baby monkey are picking things to eat on the grassland, in tropical beach colors",3,3,4,3,2,2,2,2,2,3,2,2
6081,3.75,2.25,2.25,crafting,crafting_6_v_5,crafting,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A person is holding a pencil and crafting a model,"A person is holding a pencil and crafting a model, in winter wonderland colors",4,4,4,3,3,2,2,2,3,2,2,2
6082,3.75,3.5,3.25,planes-water,planes-water_6_v_5,planes-water,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,An airplane is taxiing on a wet tarmac on a cloudy day,"An airplane is taxiing on a wet tarmac on a cloudy day, in sunrise colors",4,4,3,4,4,3,4,3,3,4,3,3
6083,3.75,2.75,2.5,crossing,crossing_6_v_5,crossing,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,People walk across a crosswalk as a white car passes,"People walk across a crosswalk as a white car passes, in vintage postcard colors",4,4,4,3,3,2,3,3,3,2,2,3
6084,3.75,2.5,2.5,judo,judo_6_v_5,judo,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,Two men in white uniforms are practicing Judo inside a Karate studio,"Two men in white uniforms are practicing Judo inside a Karate studio, in cityscape at night colors",4,4,4,3,2,3,3,2,2,3,3,2
6085,3.25,2,2,bears-ball,bears-ball_6_v_5,bears-ball,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,"Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background","Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background, in autumn forest colors",3,4,3,3,2,2,2,2,2,2,2,2
6086,4,3.5,3.25,rallye,rallye_6_v_5,rallye,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A rally car is driving down a dirt road,"A rally car is driving down a dirt road, in tropical beach colors",4,4,4,4,4,2,4,4,3,2,4,4
6087,3.5,2.75,3,surfer,surfer_6_v_5,surfer,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A man rides a surfboard in the water while others hold onto their surfboards and watch,"A man rides a surfboard in the water while others hold onto their surfboards and watch, in cityscape at night colors",4,3,4,3,3,2,3,3,3,2,3,4
6088,3.75,2.5,2.5,dog-control,dog-control_6_v_5,dog-control,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,"A woman is walking past a black dog wearing a jacket at the airport, and the security staff is controlling the dog through a leash","A woman is walking past a black dog wearing a jacket at the airport, and the security staff is controlling the dog through a leash, in tropical beach colors",4,4,4,3,2,3,2,3,2,3,2,3
6089,4,3,3,mbike-trick,mbike-trick_6_v_5,mbike-trick,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,"A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him, in autumn forest colors",4,4,4,4,3,3,3,3,3,3,3,3
6090,3.75,3,3,volleyball-beach,volleyball-beach_6_v_5,volleyball-beach,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A group of people playing volleyball on the beach,"A group of people playing volleyball on the beach, in sunset colors",4,4,4,3,3,3,3,3,3,3,3,3
6091,3.5,2.25,2,motorbike,motorbike_6_v_5,motorbike,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,Two people riding motorcycles on a road near a mountain,"Two people riding motorcycles on a road near a mountain, in rainy day colors",4,4,3,3,3,2,2,2,2,2,2,2
6092,3.5,2,2,car-shadow,car-shadow_6_v_5,car-shadow,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A white car is driving down the street in front of a building,"A white car is driving down the street in front of a building, in sunset colors",4,4,3,3,2,2,2,2,2,2,2,2
6093,3.5,2.25,2.5,boat,boat_6_v_5,boat,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A white boat is seen moving quickly through the water in an area surrounded by desert and mountains,"A white boat is seen moving quickly through the water in an area surrounded by desert and mountains, in sunset colors",3,4,4,3,3,2,2,2,3,2,3,2
6094,3.75,2.25,2.5,train,train_6_v_5,train,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,"A model train set with a train on the tracks, next to a model village","A model train set with a train on the tracks, next to a model village, in tropical beach colors",4,4,4,3,3,2,2,2,3,2,2,3
6095,3.75,2.5,2.75,boxing-fisheye,boxing-fisheye_6_v_5,boxing-fisheye,Style_color_transfer,Style_color_transfer/vid2vid-zero,vid2vid-zero,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,"A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches, in tropical beach colors",4,4,4,3,3,2,3,2,3,3,3,2
6096,1.75,1.25,1.25,hurdles-race,hurdles-race_6_v_6,hurdles-race,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of robots are running on a sandy track while jumping over colorful hurdles as an audience watches on,1,1,2,3,1,1,1,2,1,1,1,2
6097,3.5,2,2,butterfly,butterfly_6_v_6,butterfly,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A blue butterfly flying over a plant,A yellow butterfly flying over a flower,4,3,4,3,2,2,2,2,2,2,2,2
6098,2.25,1.5,1.5,scooter-black,scooter-black_6_v_6,scooter-black,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"A group of men on motorbikes speed away from the camera, followed by one person on a white bike","A group of clowns on Harley-Davidson motorbikes speed away from the camera, followed by one person on a white sport bike",2,3,1,3,2,1,1,2,2,1,1,2
6099,2.5,1.75,1.75,kart-turn,kart-turn_6_v_6,kart-turn,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A a boy on a go kart riding quickly on a race track,A girl on a scooter riding quickly on a sand track,2,2,3,3,2,2,1,2,1,2,2,2
6100,2.25,1.5,1.5,inflatable,inflatable_6_v_6,inflatable,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,Three kids play on an inflatable bouncy house,Three men play on an inflatable water slide,2,2,2,3,2,1,1,2,2,1,1,2
6101,3,1.25,1.25,city-ride,city-ride_6_v_6,city-ride,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A young boy rides a bike down a street with a graffiti wall,A young girl rides a scooter down a street with a colorful mural wall,5,1,3,3,1,1,1,2,1,1,1,2
6102,2,1.25,1.5,guitar-violin,guitar-violin_6_v_6,guitar-violin,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A man dressed in a suit is playing a song on the violin in a candlelit bar,A robot dressed in a suit is playing a song on the green violin in a rooftop bar with a stunning view of the city skyline,2,2,2,2,1,1,1,2,2,1,1,2
6103,1.75,1.5,1.5,trucks-race,trucks-race_6_v_6,trucks-race,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,Trucks are racing on a track,Mud trucks are racing on a snowy track,2,2,1,2,2,1,1,2,2,1,1,2
6104,2.5,2,2,hockey,hockey_6_v_6,hockey,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park","A robot in protective gear, balancing on his knees, is defending the goal in a desert",3,2,2,3,3,1,1,3,3,1,1,3
6105,2,1.5,1.5,kite-walk,kite-walk_6_v_6,kite-walk,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body","A robot is walking backwards on the rocky beach by the sea, holding a surfboard in its hand and a rope tied to its body",2,2,1,3,2,1,1,2,2,1,1,2
6106,1.25,1.25,1.25,puppet,puppet_6_v_6,puppet,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"A puppet is being moved by strings, playing a guitar next to a green blanket","A statue is being moved by strings, playing a guitar next to a blue blanket",1,1,1,2,1,1,1,2,1,1,1,2
6107,2.25,1.75,1.75,boxing,boxing_6_v_6,boxing,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,Two boxers are boxing in the ring,Two robots are boxing on the mountain,1,3,2,3,1,2,2,2,1,2,2,2
6108,2,1.5,1.25,curling,curling_6_v_6,curling,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"A group of women in blue and yellow striped clothing are pushing a curling stone, with a stadium full of spectators in the background","A group of robots in blue and yellow striped clothing are pushing a basketball, with a parking lot full of aliens in the background",2,2,2,2,2,1,1,2,1,1,1,2
6109,3.25,1.75,1.5,bmx-rider,bmx-rider_6_v_6,bmx-rider,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A skilled biker rides a bike up a ramp while performing a series of tricks,A woman rides a bike up a sand dune while performing a series of tricks,4,3,3,3,2,1,2,2,1,1,2,2
6110,2.75,1.75,1.75,camel,camel_6_v_6,camel,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A camel walking in an enclosure with a fence,A giraffe walking in a desert with a fence,4,2,2,3,3,1,1,2,3,1,1,2
6111,1.5,1.5,1.25,elephant,elephant_6_v_6,elephant,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background","A giraffe is walking in the zoo, raising dust with its trunk, with grass and ponds in the background",1,1,1,3,2,1,1,2,1,1,1,2
6112,3,2,2.25,tennis-vest,tennis-vest_6_v_6,tennis-vest,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,A woman wearing a tank top and undershirt is playing a game of tennis on a grass court,3,3,3,3,2,2,2,2,3,2,2,2
6113,3.25,1.75,1.75,horse-race,horse-race_6_v_6,horse-race,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind","Dogs are racing in a sandy track during a rainstorm, with one dog running ahead and the others closely behind",4,3,3,3,2,2,1,2,2,1,2,2
6114,2.25,1.25,1.25,e-bike,e-bike_6_v_6,e-bike,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A man is riding a weird looking four wheeled scooter at a trade show,A spider-man is riding a futuristic four-wheeled scooter at an outdoor park,2,2,2,3,1,1,1,2,1,1,1,2
6115,2,1.5,1.5,surfer,surfer_6_v_6,surfer,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A man rides a surfboard in the water while others hold onto their surfboards and watch,A zombie rides a surfboard in the icy waters while others hold onto their surfboards and watch,2,2,1,3,2,1,1,2,2,1,1,2
6116,1.75,1.5,1.25,chamaleon,chamaleon_6_v_6,chamaleon,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A green chameleon is seen latched onto a branch,A brown chameleon is seen latched onto a rock,1,2,1,3,2,1,1,2,1,1,1,2
6117,2.5,2,2,snowboard-race,snowboard-race_6_v_6,snowboard-race,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,Two people are snowboarding down a snowy slope with snowy mountains in the background,Two astronauts are snowboarding down a snowy slope with ocean in the background,1,3,2,4,2,2,1,3,2,2,1,3
6118,3.5,2.25,2,cat-girl,cat-girl_6_v_6,cat-girl,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A little girl is sitting on a chair holding a cat in her arms,A young boy is sitting on a chair holding a dog in his arms,4,3,3,4,2,2,2,3,2,1,2,3
6119,2,1.25,1.25,speed-skating,speed-skating_6_v_6,speed-skating,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"Three men are competing in a short track speed skating competition, skating closely on the track","Three old lady are competing in a short track speed skating competition, skating closely on the ice rink",1,2,2,3,1,1,1,2,1,1,1,2
6120,2.25,1.25,1.25,stroller,stroller_6_v_6,stroller,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A woman pushing a stroller with a baby in it,A bat-man pushing a wheelchair with a sleeping baby in it,1,2,3,3,1,1,1,2,1,1,1,2
6121,3,2,1.75,varanus-tree,varanus-tree_6_v_6,varanus-tree,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A lizard on a leash climbing up a tree,A snake on a leash climbing up a rock wall,3,3,3,3,2,2,2,2,2,1,2,2
6122,4,3.25,3.5,rallye,rallye_6_v_6,rallye,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A rally car is driving down a dirt road,A Subaru rally car is driving down a rocky path,4,4,4,4,4,3,3,3,4,4,3,3
6123,2,2,1.75,mtb-race,mtb-race_6_v_6,mtb-race,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,Two people are riding bikes on a wooded trail in a forest,Two robots are riding motorcycles on a wooded trail in a jungle,2,2,2,2,3,2,1,2,2,2,1,2
6124,1.75,1.75,1.75,dog-gooses,dog-gooses_6_v_6,dog-gooses,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,"A dog is chasing two ducks on the grass, with a white car and a fence in the background","A cat is chasing two geese on the beach, with a white boat and a palm tree in the background",2,1,2,2,3,1,1,2,2,1,2,2
6125,2,1.75,1.25,circus,circus_6_v_6,circus,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A boy is flipping over a circle formed by a girl and a boy in the circus,A clown is flipping over a circle formed by a girl and a boy in the carnival,2,2,1,3,2,2,1,2,1,1,1,2
6126,3,2,2,car-roundabout,car-roundabout_6_v_6,car-roundabout,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A black car is driving on the roundabout road,A silver car is driving on the winding mountain road,3,3,3,3,2,2,1,3,2,2,1,3
6127,3,1.75,1.75,breakdance-flare,breakdance-flare_6_v_6,breakdance-flare,Multi-entity,Multi-entity/vid2vid-zero,vid2vid-zero,A man breakdancing in front of a building,A robot breakdancing in front of a historic castle,3,2,4,3,2,1,2,2,1,2,2,2
6128,2,1.5,1.25,flamingo,flamingo_6_v_7,flamingo,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,"A flamingo is walking and drinking in the water, with two flamingos resting in the pond in the background","A heron is walking and drinking in the water, with two herons resting in the sea in the background, in Van Gogh style",2,2,1,3,2,1,1,2,1,1,1,2
6129,2.75,2.25,2.5,gold-fish,gold-fish_6_v_7,gold-fish,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Goldfish in an aquarium with a blue background,"Betta fish in an aquarium with a green background, in Van Gogh style",2,3,3,3,3,1,2,3,3,2,2,3
6130,1.5,1.5,1.5,bears-ball,bears-ball_6_v_7,bears-ball,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,"Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background","Three black bears are walking and playing with a blue ball on the ground covered with leaves, with the jungle as the background, in Abstract style",1,1,1,3,2,1,1,2,2,1,1,2
6131,3,2.5,2.5,horsejump-stick,horsejump-stick_6_v_7,horsejump-stick,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A young girl riding a piebald horse and jumping obstacles in the arena,"A young boy riding a piebald pony and jumping colorful obstacles in the desert oasis, in sunrise colors",3,3,3,3,3,2,2,3,3,2,2,3
6132,2.5,2.5,2.25,dance-jump,dance-jump_6_v_7,dance-jump,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A woman in a tutu dancing in front of a fountain,"A man in a tutu dancing in front of a castle, in Oil painting style",2,3,2,3,3,2,2,3,3,2,2,2
6133,2,1.5,1.75,landing,landing_6_v_7,landing,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,"Two men in uniforms are standing on the deck of an aircraft carrier, a fighter jet is landing","Two astronauts in uniforms are standing against a city skyline, a white passenger plane is taking off, in Abstract style",2,2,2,2,2,1,1,2,3,1,1,2
6134,2.5,2.5,2.5,mbike-trick,mbike-trick_6_v_7,mbike-trick,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,"A robot wearing a helmet and a white T-shirt is riding a dirt bike in a desert to create smoke circles around him, in Abstract style",2,3,2,3,3,2,2,3,2,3,2,3
6135,3,2.5,2.5,boat,boat_6_v_7,boat,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A white boat is seen moving quickly through the water in an area surrounded by desert and mountains,"A jet ski is seen moving quickly through the water in an area surrounded by grasslands and mountains, in tropical beach colors",4,3,2,3,4,2,1,3,4,2,1,3
6136,2.25,1.75,1.25,drift-turn,drift-turn_6_v_7,drift-turn,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A vehicle drifts through a course while driving over several obstacles,"A truck drifts through a desert course while driving over several obstacles, in grayscale",2,2,3,2,2,2,1,2,1,1,1,2
6137,1.25,1.25,1.25,table-tennis,table-tennis_6_v_7,table-tennis,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Two men are competing in a table tennis match,"Two robots are competing in a table tennis match, in grayscale",1,1,1,2,1,1,1,2,1,1,1,2
6138,3.25,2.25,2.25,car-turn,car-turn_6_v_7,car-turn,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A suv driving down a winding road with mountains in the background,"A jeep driving down a winding road with a volcano in the background, in Van Gogh style",4,3,2,4,3,2,1,3,3,2,1,3
6139,2,1.5,1.25,koala,koala_6_v_7,koala,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Koala bear climbing on a tree trunk,"Panda bear climbing on a utility pole, in Abstract style",2,2,2,2,2,1,1,2,1,1,1,2
6140,2,1.75,1.5,boxing-fisheye,boxing-fisheye_6_v_7,boxing-fisheye,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,"A boxing match between two young robots is taking place in a space ship while a crowd of aliens watches, in tropical beach colors",2,2,1,3,2,1,1,3,1,1,1,3
6141,2.25,1.75,1.75,dolphins,dolphins_6_v_7,dolphins,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Dolphins swimming in the ocean with a blue sky,"Sharks swimming in the ocean with a stormy sky, in Cartoon style",1,3,2,3,1,2,1,3,1,2,1,3
6142,3.25,2.25,2.25,rhino,rhino_6_v_7,rhino,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A rhino walking through a zoo enclosure with rocks and trees,"An elephant walking through a zoo enclosure with a pond and grasses, in Oil painting style",4,3,3,3,3,2,2,2,3,2,2,2
6143,3,1.5,1.25,rollerblade,rollerblade_6_v_7,rollerblade,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall,"A professional dancer is doing tricks on roller skates while jumping into the air in front of a city skyline, in rainy day colors",4,2,3,3,2,1,1,2,1,1,1,2
6144,2,1.75,1.75,tennis,tennis_6_v_7,tennis,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A man is playing tennis on a clay court,"A spider-man player is playing tennis on a grass court, in winter wonderland colors",2,2,1,3,3,1,1,2,3,1,1,2
6145,3,2,2.25,aerobatics,aerobatics_6_v_7,aerobatics,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A man is riding in a hang glider and has a view of the earth below,"An astronaut is riding in a paraglider and has a view of the earth below, in sunrise colors",4,2,3,3,2,1,2,3,3,1,2,3
6146,3,2.5,2.5,planes-water,planes-water_6_v_7,planes-water,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,An airplane is taxiing on a wet tarmac on a cloudy day,"A commercial airliner is taxiing on a wet runway on a stormy day, in Cartoon style",3,3,2,4,3,2,2,3,3,2,2,3
6147,1.5,1.75,1.5,subway,subway_6_v_7,subway,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,People walking on the platform of a subway train in a station,"Robots walking on the platform of a cyberpunk style subway train in a forest clearing, in Oil painting style",2,1,1,2,3,1,1,2,2,1,1,2
6148,3.5,2.25,2.75,libby,libby_6_v_7,libby,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A dog is running on a grassy path in a yard with a fence,"A cat is running on a sand beach by the ocean, in winter wonderland colors",4,3,4,3,3,2,2,2,3,2,3,3
6149,2.25,1.75,1.75,girl-dog,girl-dog_6_v_7,girl-dog,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,"A woman in a wheelchair and a dog are walking side by side, with a cobblestone road and grass in the background","An astronaut in a wheelchair and a cat are walking side by side, with a dirt path and wildflowers in the background, in vintage postcard colors",3,1,2,3,3,1,1,2,3,1,1,2
6150,2,1.5,1.75,dog-agility,dog-agility_6_v_7,dog-agility,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A Border Collie is running through a course of poles in a training field,"A German Shepherd is running through a course of red and blue striped poles in an agility park, in sunset colors",2,2,2,2,2,1,1,2,2,2,1,2
6151,3,2.25,2.75,mallard-water,mallard-water_6_v_7,mallard-water,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,a duck swimming in the water,"A swan swimming in a swimming pool, in Van Gogh style",2,3,4,3,2,2,2,3,2,3,3,3
6152,1.25,1.5,1.5,ducks,ducks_6_v_7,ducks,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,"A group of ducks are walking on the grass near a river, passing under the fence","A group of geese are walking on the sand near a river, passing under the bridge, in Abstract style",1,1,1,2,2,1,1,2,2,1,1,2
6153,3,1.75,1.5,breakdance,breakdance_6_v_7,breakdance,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A man is breakdancing in the street while a crowd of people watches,"A woman is breakdancing on the beach while a group of tourists watches, in grayscale",4,3,2,3,2,2,1,2,2,1,1,2
6154,2.25,1.5,1.25,car-competition,car-competition_6_v_7,car-competition,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A group of race cars driving down a race track,"A pack of NASCAR race cars driving down a dirt road, in Cartoon style",3,2,2,2,2,1,1,2,1,1,1,2
6155,2,1.5,1.25,twist-dance,twist-dance_6_v_7,twist-dance,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Two women in red and black skirts dancing in a room,"Two robots in red and black skirts dancing in a ballroom, in Cartoon style",2,2,1,3,2,1,1,2,1,1,1,2
6156,3.25,1.25,1.5,monster-trucks,monster-trucks_6_v_7,monster-trucks,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Two toy cars are racing on a concrete track and a wooden ramp,"Two toy trucks are racing on a dirt track and a wooden ramp, in sunset colors",3,3,4,3,1,1,1,2,1,1,2,2
